line,label
set switch-controller-source-ip outbound,unclear
"config system replacemsg utm ""ems-threat-feed-text""",unclear
set subnet 172.26.255.254 255.255.255.255,unclear
vlan access 10,unclear
hostname xrd-1,unclear
"set wildcard-fqdn ""*.gotomeeting.com""",unclear
interface 1/6,unclear
rule 11 {,unclear
disk-stop-on-full=no name=disk target=disk,unclear
server name somename,unclear
<hostname>omv.ct</hostname>,unclear
set vlans VLAN827 vlan-id 827,unclear
set vlans VLAN708 vlan-id 708,unclear
class Q3,unclear
<p>%%WEBPROXY_AUTH_FAIL_COMMENT%%</p>,unclear
set malformed-header-route discard,unclear
<prefix-length>32</prefix-length>,unclear
interface Ethernet1/125,unclear
description Hyper-V_Node11_Virtual_Firewall_and_LoadBalancer,unclear
microloop avoidance segment-routing,unclear
"edit ""Aruba.it-DNS""",unclear
/ipv6 nd,unclear
"edit ""Norton-360-3.0-FW""",unclear
"edit ""Pinterest-NTP""",unclear
<filename>abuse.ch.urlhaus.rules</filename>,unclear
set ap-bgscan-duration 30,unclear
<children/>,unclear
peer-keepalive destination 192.168.100.6 source 192.168.100.5,unclear
hostname H-LEAF2A,unclear
"set macaddr ""e2:cc:98:88:ae:82""",unclear
snmp-server file-transfer access-group 8 protocol tftp,unclear
MDowDAYDVR0TBAUwAwEB/zALBgNVHQ8EBAMCAgQwHQYDVR0OBBYEFN7Fg06ZI8eO,unclear
server 10.1.0.239 {,unclear
route-target both 15001:15001,unclear
interface 1/1/36,unclear
interface breakout 1/1/25 map 100g-1x,unclear
"set fqdn ""*.dropbox.com""",unclear
"set wildcard-fqdn ""microsoft""",unclear
<descr>NAT SWAG HTTPS - WAN:443 to 192.168.20.15:443</descr>,unclear
set email-portal-check-dns enable,unclear
"edit ""MuleSoft-FTP""",unclear
interface 1/34,unclear
group apply_cnc_bundle_fix,unclear
VK5i1s9Vs9K5Es/CSin5nWeTztT9AkcxiPqPIWUHwDdKPru13w76C+qdfuxyQHCD,unclear
"set query ""variables=""",unclear
class match-qos-group-3,unclear
interface TenGigE0/0/0/37,unclear
"edit ""Zendesk-Zendesk.Suite""",unclear
set vlans V2025 vxlan vni 22025,unclear
set priority-7 queue-2,unclear
ip route 0.0.0.0 0.0.0.0 dialer 1 250,unclear
description Router-ID,unclear
set min-links 1,unclear
name vlan426,unclear
"config system replacemsg auth ""auth-login-page""",unclear
mode 802.3ad,unclear
apply-group apply_cnc_bundle_fix,unclear
set wireless-port 0,unclear
"<iframe id=\""launch-forticlient-iframe\"" style=\""display:none\""></iframe>",unclear
"edit ""Reboot FortiGate""",unclear
"edit ""Adobe-Adobe.Experience.Cloud""",unclear
"config system replacemsg fortiguard-wf ""ftgd-warning""",unclear
threshold 10,unclear
name PROD-DB,unclear
set multicast-ttl 600,unclear
"set category ""Tunneling""",unclear
"edit ""no-inspection""",unclear
set x-content-type-options enable,unclear
interface vlan1234,unclear
route-target import 50101:50101,unclear
<h1>Traffic blocked because of exceeded session quota</h1>,unclear
<ipaddrv6>fe80::1</ipaddrv6>,unclear
"set name ""BLOCK TRAFFIC FROM BAD ISDB""",unclear
"set member ""port1"" ""port2""",unclear
interface Loopback1013,unclear
set high-severity high,unclear
conntrack {,unclear
set minimum-interval 300,unclear
set name dcerpc,unclear
interface 1/1/56,unclear
set forwarding-options load-balance per-flow hash-seed,unclear
subject-name cn=IOS-Self-Signed-Certificate-131184794,unclear
interface TenGigE0/0/0/38,unclear
point-to-point,unclear
vdc NX-2 id 1,unclear
set routing-instances APP3 protocols isis export ISIS-EXPORT,unclear
set severity high,unclear
"edit ""Fortinet-DNS""",unclear
set start-ip 224.0.0.2,unclear
set distribute-for-default-route=no enabled=yes hop-limit=255 loop-detect=no lsr-id=10.254.0.5 path-vector-limit=255 transport-address=10.254.0.5 use-explicit-null=no,unclear
route-target import 65000:1,unclear
192.0.2.0/8 198.51.100.1,unclear
"add listen-port=51820 mtu=1420 name=wireguard-office comment=""VPN Access""",unclear
"set fortiview-sort-by ""sessions""",unclear
set sandbox-region '',unclear
lacp max-bundle 32,unclear
no bgp default ipv4-unicast,unclear
set ip6-trusthost7 ::/0,unclear
"edit ""Fortinet-NTP""",unclear
"set alias ""LAG2-member-2""",unclear
set tcp-portrange 110,unclear
config firewall internet-service-fortiguard,unclear
"edit ""monitor-readonly""",unclear
peer-gateway,unclear
vni 10010,unclear
set guaranteed-bandwidth 100,unclear
/ip neighbor discovery-settings,unclear
hostname sw-leaf-bmc-001,unclear
interface TenGigE0/0/0/25,unclear
"edit ""Amazon-AWS.CloudFront""",unclear
<ipaddrv6>idassoc6</ipaddrv6>,unclear
u6k5JQRQphC/ILLY6kT/9p6Vi3WIiPXoy1NYwHLJcjUTERHf+aae9+fU/OkgemAm,unclear
set threshold-ap 250,unclear
route-target import 65000:999,unclear
interface Ethernet16,unclear
description loopback by netmiko,unclear
interface Loopback99,unclear
<type>icmp</type>,unclear
vlan 465,unclear
"edit ""Amazon-FTP""",unclear
<condition>failed ping</condition>,unclear
vlan 2701,unclear
/interface macsec profile,unclear
snmp-server host 10.0.0.20 traps version 3 priv iicsnmp,unclear
"edit ""Aruba.it-NTP""",unclear
vn-segment 100777,unclear
<DependConstraint>,unclear
"edit ""Cvent-NTP""",unclear
<max-src-nodes/>,unclear
"set chart ""traffic.sessions.history_c""",unclear
"add action=drop chain=input connection-state=invalid comment=""Drop Invalid""",unclear
set antispam-cache-ttl 1800,unclear
170 permit udp any range 67 68 10.94.100.222,unclear
set mgt-config password-complexity block-username-inclusion yes,unclear
name test_vlan,unclear
"set name ""user-to-inet""",unclear
prefix-sid algorithm 130 absolute 20028,unclear
"config system replacemsg utm ""internal-error-text""",unclear
"edit ""Neustar-UltraDNS.Probes""",unclear
vrf Tenant_B_OPZone,unclear
<mmonitRegisterCredentials>1</mmonitRegisterCredentials>,unclear
- .community     from <rocommunity>,unclear
precedence 100,unclear
set vlans VLAN823 vlan-id 823,unclear
set trap-high-mem-threshold 80,unclear
name vlan414,unclear
set subnet 172.30.3.254 255.255.255.255,unclear
set ap-bgscan-idle 20,unclear
xw2ZdjeSo3Y0fi1EUG78fRWncfkP8prf+ObzWNoYPqyZvHmAJeRVVRPgk/Dkmwzi,unclear
/tool mac-server mac-winbox set allowed-interface-list=none,unclear
<title>Intrusion Prevention Violation</title>,unclear
"edit ""Amazon-Other""",unclear
<title>Web Application Firewall</title>,unclear
set value 34,unclear
config system automation-destination,unclear
backup destination 192.168.0.194,unclear
description tenant-a routed port,unclear
"vrf ""BLUE""",unclear
"edit ""ADP-DNS""",unclear
set type cpu-usage,unclear
set gratuitous-arp-interval 0,unclear
"edit ""HTTPS""",unclear
"edit ""Anaplan-FTP""",unclear
no aaa authentication login invalid-username-log,unclear
"edit ""high_security""",unclear
name ix_vlan_to_peer,unclear
"edit ""SurveyMonkey-RTMP""",unclear
interface A1,unclear
"name ""wifi_secure""",unclear
"set content ""Emails""",unclear
"edit ""Anaplan-RTMP""",unclear
var encodedData = [];,unclear
ospf {,unclear
"set chart ""web.bandwidth.users_c""",unclear
"edit ""default-darrp-optimize""",unclear
<prefix-length>64</prefix-length>,unclear
"set comment ""Web access.""",unclear
"name ""araNas02 - Port 2""",unclear
no load-interval counter 3,unclear
description Network Interface,unclear
match ip next-hop 10.20.1.7,unclear
<unwantedreplythreshold/>,unclear
set dns-cache-ttl 1800,unclear
"edit ""Apple-DNS""",unclear
interface lag 151 multi-chassis,unclear
"edit ""Anthropic-Claude""",unclear
"vlan 1,10,2000",unclear
set switch-controller-igmp-snooping-proxy disable,unclear
no switchport monitor,unclear
"edit ""FreshBooks-NTP""",unclear
vif 100 {,unclear
"set wildcard-fqdn ""*.microsoft.com""",unclear
set vlans VLAN711 vlan-id 711,unclear
interface 1/22,unclear
set switch-controller-igmp-snooping-fast-leave disable,unclear
set start 00:00,unclear
"set alias ""LAG2-member-1""",unclear
vlan 120,unclear
"set [ find default=yes ] auth-algorithms=sha1 disabled=no enc-algorithms=aes-256-cbc,aes-192-cbc,aes-128-cbc lifetime=30m name=default pfs-group=modp1024",unclear
configuration-lockout central managed,unclear
set sysgrp read,unclear
set prack-rate 0,unclear
neighbor 192.168.12.5 activate,unclear
"name ""Computers""",unclear
net 49.0100.0100.0100.0101.00,unclear
interface lag 1,unclear
neighbor 2.2.2.2,unclear
write-access=no,unclear
vrf Tenant_A_APP_Zone,unclear
<arraytypes>,unclear
"set alias ""LAG-member-1""",unclear
192.168.122.0/24,unclear
set security zones security-zone EXT interfaces lo0.10 host-inbound-traffic system-services ping,unclear
interface Ethernet1/27,unclear
range 10.100.0.100 10.100.0.200,unclear
set vlans VLAN817 vlan-id 817,unclear
# Source: https://github.com/batfish/lab-validation (snapshots/junos_evpn_type5/configs/router1/show_configuration_|_display_set.txt @ d40faf6),unclear
interface Ethernet1/97,unclear
description Uplink-to-spine,unclear
set ttl 0,unclear
unset sctp-portrange,unclear
set system services web-management https interface lo0.10,unclear
"set pattern ""/stream_204""",unclear
<blockbogons>1</blockbogons>,unclear
set width 1,unclear
route-target import 65000:901002,unclear
"set name ""example.test redirect to nginx""",unclear
set client-sigalgs all,unclear
interface 1/42,unclear
interface 1/1/22,unclear
"edit ""Apple-NTP""",unclear
"set host-domain-name-suffix ""ooyala.com""",unclear
interface Loopback2,unclear
set system syslog file messages explicit-priority,logging_enabled:true
hostname LEAF2,unclear
interface Vlan 716,unclear
hostname BR1,unclear
interface Port-Channel6,unclear
"set name ""Network""",unclear
interface Ethernet1/45,unclear
set priority-5 queue-1,unclear
<descr>SWAG HTTPS - WAN:443 to 192.168.20.15:443</descr>,unclear
ets mode on,unclear
vrf PUBLIC,unclear
set start-ip 10.30.0.50,unclear
neighbor 192.168.4.5 remote-as 65531,unclear
quick-show-frame=no streaming-enabled=no streaming-server=0.0.0.0:37008,unclear
"set name ""user-to-iot""",unclear
set protocols bgp group underlay type external,unclear
interface breakout 1/1/2 map 40g-1x,unclear
"edit ""protect_http_server""",unclear
set routing-instances ISP-2 protocols bgp group ISP-2-AS65020-AS65003 log-updown,unclear
! Source: https://github.com/batfish/lab-validation (snapshots/ios_basic_vrrp/configs/BR1/show_running-config.txt @ d40faf6),unclear
interface 1/24,unclear
set mode sla,unclear
rd 100.100.100.101:100,unclear
set secondary 8.8.8.8,unclear
description MANAGEMENT,unclear
<h1>Attention</h1>,unclear
neighbor 100.100.100.107,unclear
"dns-server ""62.179.104.196,213.46.228.196""",unclear
"set dstaddr ""RFC1918-GRP""",unclear
interface Ethernet1/16,unclear
lacp fallback,unclear
"config system replacemsg utm ""inline-scan-timeout-text""",unclear
"set chart ""event.system.group_events_c""",unclear
vxlan vrf Tenant_A_APP_Zone vni 15003,unclear
"set name ""Status""",unclear
"set comment ""File access.""",unclear
set dns64-prefix 64:ff9b::/96,unclear
"set interfaces ge-0/0/9 description ""Reserved -- administratively down""",unclear
domain-name example.net,unclear
interface TenGigE0/0/0/35,unclear
/port firmware,unclear
<b>Configure the connection</b>,unclear
<mailserver>127.0.0.1</mailserver>,unclear
set eapol-pre-succ-intv 1,unclear
"set accprofile ""super_admin""",unclear
/ip neighbor discovery-settings set discover-interface-list=bridge-lan,unclear
set eapol-succ-intv 1,unclear
"<button type=\""button\"" onclick=\""document.location.href=\'%%WARNINGLINK%%\'; return false;\"">Proceed</button>",unclear
"set wildcard-fqdn ""*update.microsoft.com""",unclear
ip route 10.99.0.0/16 203.0.113.254 200,unclear
root@supergate:~ #,unclear
"edit ""GoDaddy-NTP""",unclear
"set filename ""big5""",unclear
"<html lang=\""en\"" class=\""main-app\"">",unclear
interface Ethernet17,unclear
route-target both 10160:10160,unclear
set subnet 169.254.0.1 255.255.255.255,unclear
active-gateway ip 192.168.11.1,unclear
hostname csr1000v-1,unclear
config log memory filter,unclear
vlan 211,unclear
frequency daily,unclear
set url-block-detected high,unclear
set spillover-threshold 0,unclear
neighbor fc00::3,unclear
neighbor 10.188.62.4,unclear
domain-id DC1_LEAF2,unclear
"config system replacemsg sslvpn ""sslvpn-provision-user""",unclear
interface Loopback500,unclear
ip access-group ag2 out,unclear
name vlan312,unclear
set tcp-portrange 32400,unclear
<prefix-length>30</prefix-length>,unclear
set vlans VOICE vlan-id 20,unclear
"name ""araNas02 - Port 1""",unclear
set tenant-id '',unclear
description Tenant-routed-port,unclear
switchport trunk allowed vlan 600,unclear
set protocols ldp interface ge-0/0/0.0,unclear
neighbor 10.0.0.6 route-map RP_PASS_LO out,unclear
10 deny any 2001:db8:100::/64 2001:db8:200::/64,unclear
vlan 460,unclear
aruba-central,unclear
set autonomous=yes preferred-lifetime=1w valid-lifetime=4w2d,unclear
server 2.pool.ntp.org {,unclear
ip route 0.0.0.0 0.0.0.0 loopback99 150,unclear
snmp-server enable traps bgp,unclear
set routing-instances DCI-VRF protocols isis export ISIS-EXPORT,unclear
<network>192.168.1.0/24</network>,unclear
route-target export 1:11,unclear
<failover_peerip>192.168.1.20</failover_peerip>,unclear
6. IPv6-only loopback — exercises the v6-without-v4 path on the,unclear
set subnet 172.25.1.254 255.255.255.255,unclear
"set comment ""Log a summary of email and web traffic.""",unclear
"edit ""Adobe-Adobe.Sign""",unclear
set mpls experimental imposition 6,unclear
"set wildcard-fqdn ""*.appstore.com""",unclear
interface 1/44,unclear
"set host-domain-name-suffix ""video.msn.com""",unclear
<interface>opt1</interface>,unclear
igp sync delay on-session-up 5,unclear
<dhcphostname/>,unclear
set local-preference 1000,unclear
set include-default-servers enable,unclear
set length 1024,unclear
<safesearch>0</safesearch>,unclear
route-target export evpn 15002:15002,unclear
route-target import evpn 65000:99999,unclear
interface 44,unclear
"Quarantined File Name: \""%%QUARFILENAME%%\"".""",unclear
config system fsso-polling,unclear
set system name-server 203.0.113.222,unclear
interface Loopback0,unclear
vxlan vlan 131 vni 10131,unclear
set security zones security-zone EXT host-inbound-traffic protocols bfd,unclear
snmp-server enable traps poe pwrusageon,unclear
<rules/>,unclear
config firewall internet-service-addition,unclear
vlan 426,unclear
interface 42,unclear
"set app-name ""Microsoft.365""",unclear
probe,unclear
"set pattern ""/video/*.h264""",unclear
switchport mode access,unclear
set protocols bgp group EBGP-DCI neighbor 10.254.254.1 peer-as 301,unclear
hostname DC1-LEAF2A,unclear
snmp-server enable traps bridge topologychange,unclear
set routing-instances PROD protocols bgp group ISP-1-AS65020-AS65002 log-updown,unclear
<adv_dhcp6_key_info_statement_realm/>,unclear
"hostname ""sw-demo-01""",unclear
"set check-interval=1d enabled=no primary-server=0.0.0.0 secondary-server=0.0.0.0 user=""""",unclear
interface breakout 1/1/26 map 100g-1x,unclear
interface lag 12 multi-chassis,unclear
next-hop 10.250.0.1 {,unclear
one-session-per-host=no use-ipsec=no,unclear
route-policy PASS_ALL in,unclear
"edit ""SurveyMonkey-Other""",unclear
config firewall internet-service-group,unclear
interface 1/41,unclear
set session-ttl 0,unclear
"set [ find default-name=wlan2 ] adaptive-noise-immunity=none allow-sharedkey=no ampdu-priorities=0 amsdu-limit=8192 amsdu-threshold=8192 antenna-gain=2 area="""" arp=enabled arp-timeout=auto band=5ghz-a basic-rates-a/g=6Mbps \",unclear
"edit ""Symantec-Endpoint-Protection-AV""",unclear
ip sticky-arp,unclear
interface Ethernet1/95,unclear
"edit ""Adobe-NTP""",unclear
active-gateway ip 192.168.12.1,unclear
"set macaddr ""bc:24:11:57:d8:02""",unclear
vrf Tenant_A_OP_Zone,unclear
port security,unclear
vlan 130-131,unclear
"edit ""Norton-360-2.0-FW""",unclear
/ip dns static,unclear
interface Loopback103,unclear
interface eth6,unclear
set malformed-header-content-length pass,unclear
"edit ""Avast-DNS""",unclear
bgp fast-external-fallover,unclear
"set buffer ""The file \""%%FILE%%\"" has been blocked because it exceeded the configured file size limit.""",unclear
set hb-lost-threshold 6,unclear
"ht-supported-mcs=mcs-0,mcs-1,mcs-2,mcs-3,mcs-4,mcs-5,mcs-6,mcs-7,mcs-8,mcs-9,mcs-10,mcs-11,mcs-12,mcs-13,mcs-14,mcs-15,mcs-16,mcs-17,mcs-18,mcs-19,mcs-20,mcs-21,mcs-22,mcs-23 hw-fragmentation-threshold=disabled hw-protection-mode=\",unclear
"edit ""Fortinet-FortiGuard.SOCaaS""",unclear
rd 192.168.255.4:10311,unclear
"<div class=\""sub-content\"">",unclear
set update-rate 0,unclear
active-gateway ip 192.168.3.1,unclear
sensor-group interfaces-rate,unclear
"set filename ""pg""",unclear
backup destination 192.168.0.193,unclear
vni 10010 l2,unclear
set system name-server 203.0.113.220,unclear
class-map match-any match-qos-group-6,unclear
mode random 1 out-of 20,unclear
bfd fast-detect ipv4,unclear
<path_expression/>,unclear
sampling-interval=0 sampling-space=0,unclear
set 0 queue-buffers=auto schedule=low-priority-group use-shared-buffers=no \,unclear
access-class VTY in,unclear
aNoEVEA5v+iGay/aHThDl1XZVcLg9inThIoflXjkF2LT5mrURQqkab3JaEU0PGjm,unclear
delay-request frequency 32,unclear
"set wildcard-fqdn ""auth.gfx.ms""",unclear
interface Ethernet1/126,unclear
"edit ""mail.ru-DNS""",unclear
no switchport dot1q ethertype,unclear
"set member ""port1"" ""port2"" ""port3"" ""port4""",unclear
channel-group 1 mode auto,unclear
set security zones security-zone EXT host-inbound-traffic system-services ntp,unclear
switch 1 provision c9300-24ux,unclear
<serveexpiredreplyttl/>,unclear
interface 1/48,unclear
set exclude-signatures industrial,unclear
interface loopback 0,unclear
interface Loopback102,unclear
set firewall-authentication-failure-logs disable,unclear
"set wildcard-fqdn ""swscan.apple.com""",unclear
"vlan 1,777",unclear
"name ""Uplink SW-1OG-02""",unclear
inter-switch-link lag 256,unclear
set malformed-header-route pass,unclear
"config system replacemsg auth ""auth-disclaimer-page-2""",unclear
XcTyNwICCAAwDAYIKoZIhvcNAgkFADAdBglghkgBZQMEASoEEE/KRjPESj3MqSnq,unclear
"offload-target ""default""",unclear
set tx-hold 4,unclear
"<Filter version=""1.0.4"" persisted_at=""1774937948.69"" description=""Firewall rules (new)"">",unclear
<hostname>npm-external.ct</hostname>,unclear
<h3>This Connection is Untrusted</h3>,unclear
<h1>Quarantine Terms Not Acknowledged</h1>,unclear
interface Dot11Radio0,unclear
set weight 0,unclear
<hostname>pve2</hostname>,unclear
hostname RSVDC-CORE1-1,unclear
<title>Application Control Violation</title>,unclear
"edit ""Dailymotion-NTP""",unclear
"set name ""BRANCH 2 LAN""",unclear
bridge-group 1 block-unknown-source,unclear
"set macaddr ""92:d1:71:ab:6e:7d""",unclear
# Source: https://github.com/JNPRAutomate/mnha-ipsec-and-multiple-routing-instances (full-configurations/mnha-vsrx-a.set),unclear
inherit peer-session TPS_IBGP_EVPN_RR,unclear
"edit ""Zendesk-NTP""",unclear
"config system replacemsg auth ""auth-disclaimer-page-1""",unclear
set groups MNHA-SYNC security ipsec proposal IPSEC_PROP-1 description MNHA-IPSEC-PROPOSAL_for_ICL,unclear
set weight-spectral-rssi 40,unclear
"set name ""LAN 2 WAN""",unclear
set category 75,unclear
"set host-domain-name-suffix ""yumenetworks.com""",unclear
interface Ethernet1/118,unclear
unset 802.1-tlvs,unclear
"description ""Spine uplink (L3 routed)""",unclear
vrf blue,unclear
set security zones security-zone EXT-2 host-inbound-traffic protocols bfd,unclear
set firewall-groups '',unclear
interface TenGigE0/0/0/26,unclear
set primary 1.1.1.1,unclear
rule 12 {,unclear
cHBvcnRAZm9ydGluZXQuY29tMB4XDTI2MDQwNTIyMTczNVoXDTM2MDQwNTIyMTcz,unclear
"edit ""Adobe-DNS""",unclear
domain name test.lab,unclear
/ip hotspot user profile,unclear
interface 24,unclear
route-target export 65000:1,unclear
spanning-tree pathcost method long,unclear
vxlan vrf TENANT_A vni 50100,unclear
set security zones security-zone HA-ICD host-inbound-traffic protocols bfd,unclear
<vlanif>vlan0.10</vlanif>,unclear
"edit ""Dailymotion-DNS""",unclear
"edit ""ADP-NTP""",unclear
set protocols bgp group bgp-te type internal,unclear
window.onload=startit,unclear
interface TenGigE0/0/0/11,unclear
set upgrade-id 0,unclear
set gateway 10.20.0.254,unclear
set ecmp-max-paths 255,unclear
route-target both 15003:15003,unclear
"description ""Bonded trunk to leaf-02""",unclear
/disk settings,unclear
interface port-channel50,unclear
"<Category version=""1.0.0"" persisted_at=""1774255876.27"" description=""Firewall categories"">",unclear
<filename>botcc.rules</filename>,unclear
set out-of-sync-threshold 180,unclear
class-map match-any match-cs5-exp4,unclear
"set [ find default-name=wlan1 ] adaptive-noise-immunity=none allow-sharedkey=no ampdu-priorities=0 amsdu-limit=8192 amsdu-threshold=8192 antenna-gain=2 area="""" arp=enabled arp-timeout=auto band=2ghz-b/g basic-rates-a/g=6Mbps \",unclear
config log disk setting,unclear
spanning-tree mst configuration,unclear
name L3-VNI-VLAN-900,unclear
set eapol-fail-thresh 10,unclear
"set chart ""email.request.recipients_c""",unclear
wire format).  Intentionally exercises every canonical field the,unclear
interface 1/20,unclear
ip cef,unclear
name vlan430,unclear
"<firmware version=""1.0.1"" persisted_at=""1774255875.25"" description=""Firmware settings"">",unclear
name vlan466,unclear
"set interfaces ae2 description ""ESI 22:22 to 5110-170""",unclear
set auto-cost-ref-bandwidth 1000,unclear
body {,unclear
interface 1/1/20,unclear
/ip accounting web-access,unclear
<h1>Web Application Firewall</h1>,unclear
set 1 disabled=no interface=UPLINKSFP leds=sfp-sfpplus1-led2 type=\,unclear
<rule></rule>,unclear
hostname PE1,unclear
interface Bundle-Ether2124,unclear
! Source: https://github.com/batfish/batfish (tests/parsing-tests/networks/unit-tests/configs/cisco_ip_route),unclear
neighbor 192.168.4.5 passive,unclear
set vlanid 11,unclear
"set priority-zone ""SDWAN-OUTSIDE""",unclear
<descr>Increase UFS read-ahead speeds to match current state of hard drives and NCQ. More information here: http://ivoras.sharanet.org/blog/tree/2010-11-19.ufs-read-ahead.html</descr>,unclear
"set wildcard-fqdn ""*.googleapis.com""",unclear
"set wildcard-fqdn ""googleapis.com""",unclear
interface 1/32,unclear
"edit ""DNS-Root.Name.Servers""",unclear
mac-address 0033.1133.2222,unclear
route-target both 15002:15002,unclear
"set server-name ""Test""",unclear
crypto ikev2 proposal IKEV2_PROPOSAL_UMBRELLA,unclear
Nlor79PIdnew5MA+NsaembxnT+ZXiIT9NgAf41iumEhUsbY6lcQmXNJ/xc/pehmF,unclear
set priority-members 1 2,unclear
"set wildcard-fqdn ""skype""",unclear
<hostname>bazarr</hostname>,unclear
set subnet 172.30.1.254 255.255.255.255,unclear
set snmp engine-id local dar01-dal09,unclear
set auth-pwd ENC fakeAuthHashAAAAAAAAAAAAAA==,unclear
set security zones security-zone EXT-2 host-inbound-traffic system-services ntp,unclear
<ipaddrv6>track6</ipaddrv6>,unclear
/tool mac-server set allowed-interface-list=none,unclear
Coverage exercised by this fixture (canonical fields the OPNsense,unclear
set 2 disabled=no interface=ether3 leds=led3 type=interface-activity,unclear
interface Ethernet1/47,unclear
description MANAGEMENT INTERFACE - DON'T TOUCH ME,unclear
"<meta charset=\""UTF-8\"">",unclear
/caps-man aaa,unclear
interface breakout 1/1/28 map 100g-1x,unclear
"edit ""FortiClient-AV""",unclear
"edit ""mail.ru-NTP""",unclear
interface 1/1/32,unclear
set listening-port 8000,unclear
c-1-l1# show run,unclear
interface Ethernet1/114,unclear
member 1 flexible-module A type JL083A,unclear
unset spam-mheader-table,unclear
set system management-instance,unclear
router-id 10.5.5.5,unclear
"edit ""Symantec-Endpoint-Protection-FW-Vista-Win7""",unclear
ip igmp query-max-response-time 10,unclear
domain-id H_LEAF2,unclear
interface 1/1/51,unclear
neighbor 192.168.2.5 activate,unclear
set auth-flood-thresh 30,unclear
"set member ""DNS"" ""IMAP"" ""IMAPS"" ""POP3"" ""POP3S"" ""SMTP"" ""SMTPS""",unclear
vn-segment 901001,unclear
interface range ethernet1/1/11-1/1/12,unclear
set system services dhcp-local-server group pool_ge_0_0_1_0 interface ge-0/0/1.0,unclear
interface Ethernet1/128,unclear
<maxfilesize/>,unclear
description router-id loopback,unclear
object-fit: contain;,unclear
hostname CSR1,unclear
"edit ""int-mgmt-vlan""",unclear
/interface wireless manual-tx-power-table,unclear
set admin-lockout-threshold 3,unclear
interface Ethernet27,unclear
hostname RR,unclear
"set host-domain-name-suffix ""myspacecdn.com""",unclear
set trusthost3 172.30.3.254 255.255.255.255,unclear
set queue 9,unclear
<hostname>tmm</hostname>,unclear
<adv_dhcp6_id_assoc_statement_prefix/>,unclear
vlan 446,unclear
set metric-style narrow,unclear
<h1>Scan Incomplete</h1>,unclear
neighbor 10.188.62.3,unclear
set trusthost4 169.254.0.1 255.255.255.255,unclear
ip domain-name lab.karneliuk.com,unclear
weight 100,unclear
set always-from-cache=no anonymous=no cache-administrator=webmaster \,unclear
"aaa accounting commands 0-1,15 default stop-only group tacacs+",unclear
ip access-group oACL out,unclear
interface eth4,unclear
"name ""VLAN3""",unclear
<regdhcpdomain/>,unclear
set per-session-accounting traffic-log-only,unclear
set routing-instances ISP-2 protocols bgp group ISP-2-AS65020-AS65003 local-as 65020,unclear
set register-rate-limit 0,unclear
vlan 11,unclear
"set fortiview-sort-by ""bytes""",unclear
Skip,unclear
vlan 428,unclear
interface TenGigE0/0/0/14,unclear
rd 10.255.0.1:50100,unclear
"name ""guest-jack-01""",unclear
unset monitor,unclear
subinterface (primary + secondary).  Exercises list-handling,unclear
vrrp-group 31,unclear
"set host-domain-name-suffix ""vevo.com""",unclear
"set fortiview-type ""destination""",unclear
ip ospf 2 area 0.0.0.0,unclear
description Exchange_Mailbox_Compute_Network,unclear
"edit ""Fortinet-FortiGuard.Secure.DNS""",unclear
port state master-only,unclear
<comments>Critical. All example.test DNS overrides resolve here.</comments>,unclear
"edit ""Apptio-NTP""",unclear
local-interface Vlan4094,unclear
neighbor EVPN-OVERLAY-PEERS update-source Loopback0,unclear
loopback     lo { },unclear
loopback lo {,unclear
set protocols rstp interface ge-0/0/1,unclear
<descr>WAN uplink to upstream carrier</descr>,unclear
interface GigabitEthernet2/0/4.223478,unclear
interface 1/8,unclear
interface Ethernet1/57,unclear
"edit ""_default""",unclear
route-policy PASS,unclear
snmp-server enable traps dom,unclear
"<p>You are not permitted to transfer the file \""%%FILE%%\"" because its signature \""%%VIRUS%%\"" has been identified by the Virus Outbreak Prevention service.</p>",unclear
set protocols bgp group EBGP-DCI-EVPN-L2-STRETCH bfd-liveness-detection minimum-interval 300,unclear
"set buffer ""Dangerous attachment removed. The file \""%%FILE%%\"" has been removed because its signature \""%%VIRUS%%\"" has been identified by the Virus Outbreak Prevention service. Quarantined File Name: \""%%QUARFILENAME%%\"".""",unclear
interface Ethernet1/25,unclear
"<button class=\""primary\"" type=\""submit\"" id=\""ft_ci\"">Continue</button>",unclear
<condition>loadavg (15min) is greater than 4</condition>,unclear
set echo-interval 30,unclear
"set name ""public""",unclear
neighbor 10.20.1.8 passive,unclear
interface TenGigE0/0/0/28,unclear
",100M-baseT-half,100M-baseT-full,1G-baseT-half,1G-baseT-full,1G-baseX,2.5G-\",unclear
name vlan462,unclear
interface Ethernet12,unclear
hostname spine-01,unclear
"edit ""FQDN-Avast-Avast.Security""",unclear
set start-ip 224.0.0.1,unclear
2Wdkcu79PGw7yeEDnoQvpqTKxcSz3MujIjAgMAkGA1UdEwQCMAAwEwYDVR0lBAww,unclear
<ipaddrv6>2001:db8:10::1</ipaddrv6>,unclear
only stable XML elements that have been in the schema since the,unclear
inherit peer TP_IBGP_EVPN_RR,unclear
vlan 987,unclear
set tcp-portrange 210,unclear
"set wildcard-fqdn ""dropbox.com""",unclear
set redirect-portal 0.0.0.0,unclear
<ipaddr>10.0.0.1</ipaddr>,unclear
set tcp-mss-receiver 0,unclear
crypto pki trustpoint TP-self-signed-2174610277,unclear
set 2 kind=sfq name=wireless-default sfq-allot=1514 sfq-perturb=5,unclear
